"","XOM.Open","XOM.High","XOM.Low","XOM.Close","XOM.Volume","XOM.Adjusted"
"2013-05-23",91.56,92.36,91.36,91.79,15357300,89.91
"2013-05-24",91.38,91.77,91,91.53,12771900,89.65
"2013-05-28",92.94,93.18,91.76,92.38,15197800,90.48
"2013-05-29",91.76,92.42,91.59,92.08,11563200,90.19
"2013-05-30",91.97,92.68,91.6,92.09,9734700,90.2
"2013-05-31",91.95,92.37,90.46,90.47,17917400,88.61
"2013-06-03",90.53,91.51,90.48,91.46,14177500,89.58
"2013-06-04",91.18,91.49,90.22,90.79,12481300,88.93
"2013-06-05",90.68,91.12,89.61,89.65,12888000,87.81
"2013-06-06",89.45,90.23,89,90.23,15393300,88.38
"2013-06-07",90.89,91.5,90.49,91.45,12504700,89.57
"2013-06-10",91.93,91.94,90.87,91.12,10372300,89.25
"2013-06-11",90.38,91.04,90.23,90.46,10739400,88.6
"2013-06-12",91.13,91.32,89.59,89.74,10864500,87.9
"2013-06-13",89.63,91.71,89.61,91.33,13501300,89.46
"2013-06-14",91.16,91.3,90.29,90.58,12158400,88.72
"2013-06-17",90.97,91.77,90.77,91.51,12026400,89.63
"2013-06-18",91.36,92.06,91.26,91.93,10678200,90.04
"2013-06-19",91.79,92.27,91,91,14189500,89.13
"2013-06-20",90.24,90.52,88.79,89.05,21077700,87.22
"2013-06-21",89.76,90.14,88.85,89.48,25493800,87.64
"2013-06-24",88.95,89.5,88.02,88.48,17653000,86.66
"2013-06-25",89.58,89.62,88.48,89.11,15790100,87.28
"2013-06-26",89.42,89.97,88.73,89.8,14446000,87.96
"2013-06-27",90.24,90.67,90.03,90.04,12348000,88.19
"2013-06-28",89.85,90.75,89.56,90.35,22984200,88.5
"2013-07-01",90.39,91.13,89.96,90.3,13182200,88.45
"2013-07-02",90.37,91.1,90.12,90.64,12320700,88.78
"2013-07-03",90.63,90.87,90.14,90.69,5674000,88.83
"2013-07-05",91.1,91.61,90.57,91.57,8917900,89.69
"2013-07-08",91.96,92.53,91.9,92.25,12086700,90.36
"2013-07-09",92.64,93.44,92.25,93.34,12940000,91.43
"2013-07-10",93.28,93.39,92.38,92.82,12430000,90.92
"2013-07-11",93.8,93.81,93.04,93.27,16184700,91.36
"2013-07-12",93.25,93.45,92.72,93.4,11370300,91.48
"2013-07-15",93.19,93.5,93.09,93.25,8256200,91.34
"2013-07-16",93.19,93.47,92.77,93.3,11413500,91.39
"2013-07-17",93.56,93.74,93.14,93.46,9393300,91.54
"2013-07-18",93.8,94.84,93.71,94.38,10555400,92.44
"2013-07-19",94.69,95.25,94.41,95.17,14431700,93.22
"2013-07-22",94.87,95.2,94.78,94.83,9530400,92.88
"2013-07-23",94.86,95.49,94.84,95.2,7377400,93.25
"2013-07-24",95.31,95.31,94.42,94.99,8222800,93.04
"2013-07-25",94.69,95.31,94.42,94.97,10059800,93.02
"2013-07-26",94.77,94.86,93.84,94.79,9721000,92.85
"2013-07-29",94.51,94.52,93.61,94.03,8844700,92.1
"2013-07-30",94.22,94.33,93.46,93.81,10470700,91.89
"2013-07-31",93.93,94.6,93.38,93.75,14400800,91.83
"2013-08-01",92.69,93.1,91.25,92.73,23117700,90.83
"2013-08-02",92.46,92.53,91.34,91.95,14408600,90.06
"2013-08-05",91.42,91.76,91.01,91.59,12625900,89.71
"2013-08-06",91.33,91.91,91.28,91.47,11689200,89.59
"2013-08-07",91.18,91.55,91.13,91.34,8163800,89.47
"2013-08-08",91.93,91.97,91.28,91.78,11529500,89.9
"2013-08-09",91.2,91.36,90.43,90.72,9467800,89.47
"2013-08-12",90.43,90.43,89.69,89.89,10133700,88.65
"2013-08-13",89.85,89.92,89.14,89.4,10892700,88.17
"2013-08-14",89.34,89.48,88.9,88.95,9797300,87.73
"2013-08-15",88.66,88.87,88.06,88.16,11273400,86.95
"2013-08-16",88.01,88.49,87.65,87.91,11872500,86.7
"2013-08-19",87.82,87.87,86.78,86.92,11745600,85.73
"2013-08-20",87.13,87.87,86.83,86.83,16498800,85.64
"2013-08-21",86.95,87.35,86.39,86.42,12766900,85.23
"2013-08-22",86.58,87.42,86.45,86.98,10199900,85.78
"2013-08-23",87.15,87.69,86.76,87.52,9206400,86.32
"2013-08-26",87.5,87.7,86.82,87.09,10654700,85.89
"2013-08-27",86.62,87.49,86.58,86.82,13960200,85.63
"2013-08-28",87.28,88.99,87.28,88.84,17738800,87.62
"2013-08-29",88.63,88.63,87.23,87.27,11407800,86.07
"2013-08-30",87.39,87.55,86.79,87.16,12480400,85.96
"2013-09-03",87.7,88,86.83,87.15,10546700,85.95
"2013-09-04",87.01,87.98,86.9,87.76,9822300,86.55
"2013-09-05",88.06,88.3,87.33,87.35,11740100,86.15
"2013-09-06",87.49,87.73,86.8,87.25,12950600,86.05
"2013-09-09",87.34,88.19,87.31,88.04,9297000,86.83
"2013-09-10",88.4,88.4,87.28,87.82,11823100,86.61
"2013-09-11",87.88,88.85,87.88,88.84,11201200,87.62
"2013-09-12",88.59,88.8,87.86,87.98,10917200,86.77
"2013-09-13",88.15,88.88,88.15,88.4,8254200,87.19
"2013-09-16",88.88,89.18,88.49,88.67,9421300,87.45
"2013-09-17",88.71,89.35,88.65,88.94,8941200,87.72
"2013-09-18",88.91,89.87,88.37,89.58,15134700,88.35
"2013-09-19",89.64,89.74,88.98,89.28,11757500,88.05
"2013-09-20",89.53,89.75,88.59,88.66,20651100,87.44
"2013-09-23",88.29,88.91,87.64,87.75,12227700,86.54
"2013-09-24",87.59,88.07,87.28,87.36,12129200,86.16
"2013-09-25",87.59,87.6,86.93,87.14,13577400,85.94
"2013-09-26",87.4,87.45,86.81,87.07,9787100,85.87
"2013-09-27",86.85,87.01,86.61,86.9,10867100,85.71
"2013-09-30",86.06,86.7,85.61,86.04,17486100,84.86
"2013-10-01",85.99,86.34,85.78,86,11885100,84.82
"2013-10-02",85.75,86.11,85.28,86.08,11841400,84.9
"2013-10-03",86.04,86.05,85.34,85.5,13923400,84.32
"2013-10-04",86.31,86.42,85.68,86.32,11325500,85.13
"2013-10-07",85.57,86.29,85.27,85.9,10985800,84.72
"2013-10-08",85.86,85.95,85.47,85.51,15335700,84.33
"2013-10-09",85.35,85.59,84.83,85.16,13575100,83.99
"2013-10-10",85.52,86.04,84.79,86.04,17532400,84.86
"2013-10-11",85.9,86.95,85.5,86.95,12661800,85.75
"2013-10-14",86.51,87.74,86.51,87.6,9742100,86.4
"2013-10-15",87.47,87.58,86.64,86.79,12018000,85.6
"2013-10-16",87.48,87.86,86.72,87.31,11668100,86.11
"2013-10-17",87.13,87.5,87.01,87.48,10438200,86.28
"2013-10-18",87.69,87.74,87.3,87.55,12425100,86.35
"2013-10-21",87.5,87.65,86.84,87.23,10730900,86.03
"2013-10-22",87.29,88.15,87.13,87.98,12710600,86.77
"2013-10-23",87.52,87.65,86.95,87.61,11449100,86.41
"2013-10-24",87.98,88.73,87.97,88.42,12288900,87.2
"2013-10-25",88.23,88.65,87.82,87.97,11382000,86.76
"2013-10-28",87.83,88.46,87.61,88.23,9921900,87.02
"2013-10-29",88.45,89.03,88.44,88.93,10340000,87.71
"2013-10-30",88.97,89.48,88.69,88.81,14305900,87.59
"2013-10-31",89.45,90.96,89.2,89.62,19185200,88.39
"2013-11-01",89.74,90.04,88.27,89.82,19023500,88.59
"2013-11-04",90,92.27,90,92.1,20591600,90.83
"2013-11-05",91.34,93.25,91.24,91.99,21122500,90.73
"2013-11-06",92.42,93.28,92.12,93.22,13464600,91.94
"2013-11-07",92.64,92.98,91.76,91.96,16572100,91.31
"2013-11-08",91.8,92.82,91.48,92.73,12330100,92.08
"2013-11-11",92.85,93.23,92.5,92.96,7924700,92.31
"2013-11-12",92.67,93.32,92.5,92.67,10727300,92.02
"2013-11-13",92.22,92.74,92.07,92.59,9280000,91.94
"2013-11-14",92.68,93.42,92.68,93.22,7909200,92.56
"2013-11-15",94.15,95.29,94.03,95.27,18374500,94.6
"2013-11-18",95.98,96,95.06,95.45,14243700,94.78
"2013-11-19",95.4,95.79,95.16,95.42,12697300,94.75
"2013-11-20",95.75,95.95,94.37,94.68,10455400,94.01
"2013-11-21",94.85,95.39,94.63,94.69,9128400,94.02
"2013-11-22",94.96,95.07,94.29,95.01,8534700,94.34
"2013-11-25",95.21,95.75,94.83,95.09,10515100,94.42
"2013-11-26",94.75,94.81,94.15,94.27,11857900,93.61
"2013-11-27",94.36,94.42,93.48,93.8,8828100,93.14
"2013-11-29",93.65,94.22,93.3,93.48,6770500,92.82
"2013-12-02",93.27,94.04,92.92,93.52,9310500,92.86
"2013-12-03",93.6,94.48,93.23,94.39,12599500,93.73
"2013-12-04",94.19,94.9,93.92,94.67,13074000,94
"2013-12-05",94.07,94.65,93.92,94.13,10586000,93.47
"2013-12-06",94.97,95.71,94.59,95.65,12063400,94.98
"2013-12-09",95.95,96.25,95.6,95.84,15516700,95.17
"2013-12-10",95.9,95.98,95.39,95.71,9868100,95.04
"2013-12-11",95.38,95.54,94.16,94.26,12811800,93.6
"2013-12-12",94.5,95.88,94.28,95.36,15562600,94.69
"2013-12-13",95.13,95.92,94.66,95.31,10629500,94.64
"2013-12-16",96.28,98.88,96.13,97.22,23226000,96.54
"2013-12-17",97.02,97.13,96.03,96.75,14920900,96.07
"2013-12-18",97.43,99.95,97.01,99.54,21331300,98.84
"2013-12-19",99.5,99.6,99,99.43,12905900,98.73
"2013-12-20",99.39,99.6,98.6,98.68,23331000,97.99
"2013-12-23",99,99.29,98.39,98.51,10127600,97.82
"2013-12-24",98.33,99.44,98.33,99.22,4168300,98.52
"2013-12-26",99.42,101.03,99.38,100.9,9531200,100.19
"2013-12-27",101.24,101.74,100.99,101.51,10209000,100.8
"2013-12-30",101.53,101.55,100.31,100.31,9007900,99.6
"2013-12-31",100.49,101.39,100.43,101.2,8509600,100.49
"2014-01-02",100.6,100.76,99.39,99.75,11028100,99.05
"2014-01-03",99.77,100.17,99.14,99.51,9295600,98.81
"2014-01-06",99.94,100.14,98.89,99.66,11848500,98.96
"2014-01-07",99.61,101.22,99.42,101.07,11187000,100.36
"2014-01-08",101.19,101.19,100.15,100.74,11180400,100.03
"2014-01-09",100.2,100.39,99.03,99.76,11674300,99.06
"2014-01-10",99.99,100.63,99.12,100.52,10535400,99.81
"2014-01-13",99.91,100.1,98.27,98.55,12110900,97.86
"2014-01-14",98.8,99.27,98.65,99.12,9265000,98.42
"2014-01-15",99.16,99.35,98.63,98.78,9425500,98.09
"2014-01-16",98.79,99.04,98.25,98.94,9421700,98.24
"2014-01-17",99.18,100.34,98.67,99.16,15998000,98.46
"2014-01-21",98.57,98.89,98.04,98.5,13847300,97.81
"2014-01-22",98.88,98.95,97.84,97.88,11642800,97.19
"2014-01-23",97.25,97.39,96.01,96.97,15393200,96.29
"2014-01-24",96.18,96.25,94.82,94.85,14584300,94.18
"2014-01-27",95.08,95.58,94.75,94.92,12474600,94.25
"2014-01-28",95.35,95.92,94.77,95.65,10773600,94.98
"2014-01-29",94.93,96.2,94.65,95.11,13191500,94.44
"2014-01-30",94,94.95,93.06,93.99,14628400,93.33
"2014-01-31",92.85,93.28,91.7,92.16,17361400,91.51
"2014-02-03",91.92,92.31,89.64,90.05,20377900,89.42
"2014-02-04",90.37,90.64,89.39,90.02,17414400,89.39
"2014-02-05",90.31,90.61,89.38,89.58,16393600,88.95
"2014-02-06",89.51,90.18,89.25,89.8,13646100,89.8
"2014-02-07",90.12,90.63,89.75,90.58,12573800,90.58
"2014-02-10",90.45,90.53,89.36,89.52,12237700,89.52
"2014-02-11",89.56,91,89.4,90.84,13422800,90.84
"2014-02-12",91.01,91.86,90.64,91.08,10752400,91.08
"2014-02-13",90.59,91.65,90.4,91.43,9775300,91.43
"2014-02-14",91.81,94.43,91.6,94.11,18260400,94.11
"2014-02-18",94.07,94.72,93.36,94.07,12979300,94.07
"2014-02-19",93.8,95.29,93.8,93.95,12227800,93.95
"2014-02-20",93.85,95.77,93.75,95.37,14424300,95.37
"2014-02-21",95.48,95.58,94.94,95.03,11282200,95.03
"2014-02-24",95.61,97.25,95.41,96.44,16012500,96.44
"2014-02-25",96.54,96.97,95.96,96.31,10663000,96.31
"2014-02-26",96.56,96.86,95.53,95.79,9087600,95.79
"2014-02-27",95.58,96.05,95.16,95.84,9101200,95.84
"2014-02-28",95.96,96.83,95.78,96.27,12651400,96.27
"2014-03-03",95.76,96.54,94.83,95.5,11896700,95.5
"2014-03-04",96.59,96.86,95.87,96.52,12566100,96.52
"2014-03-05",95.2,95.29,93.4,93.8,19829600,93.8
"2014-03-06",93.67,93.94,93.27,93.76,12610400,93.76
"2014-03-07",94.37,95.06,93.99,94.99,12659100,94.99
"2014-03-10",95.15,95.55,94.66,95.5,9964500,95.5
"2014-03-11",95.36,95.59,93.52,94.01,12143600,94.01
"2014-03-12",93.64,94.47,93.55,94.21,9705400,94.21
"2014-03-13",94.44,94.57,93.33,93.64,9872500,93.64
"2014-03-14",93.58,94.22,93.29,93.47,11723300,93.47
"2014-03-17",93.95,94.53,93.75,94.32,8676100,94.32
