"","AMZN.Open","AMZN.High","AMZN.Low","AMZN.Close","AMZN.Volume","AMZN.Adjusted"
"2012-03-27",203.59,209.85,202.88,205.44,9600800,205.44
"2012-03-28",206.14,207,200.31,201.16,6245000,201.16
"2012-03-29",201.28,205.31,200.63,204.61,5711200,204.61
"2012-03-30",205.02,206.85,201.87,202.51,4438100,202.51
"2012-04-02",198.02,199.9,197,198.05,6430300,198.05
"2012-04-03",198.24,202.39,197.5,199.66,5000700,199.66
"2012-04-04",196.95,197.68,192.36,193.99,5456900,193.99
"2012-04-05",193.55,196.03,193.55,194.39,3217500,194.39
"2012-04-09",192.02,194.2,190.5,191.87,3135900,191.87
"2012-04-10",192.75,193.52,186.57,186.98,4455000,186.98
"2012-04-11",189.63,191.97,186.79,187.97,4337800,187.97
"2012-04-12",188.06,192.26,185.61,190.69,4027900,190.69
"2012-04-13",189.9,189.94,186.26,188.46,3431800,188.46
"2012-04-16",189.01,189.47,183.65,185.5,4044300,185.5
"2012-04-17",187.21,190.04,186.87,188.39,2829200,188.39
"2012-04-18",188.82,193.45,188.74,191.07,4001900,191.07
"2012-04-19",192.93,194.55,189.75,191.1,4002400,191.1
"2012-04-20",192.34,193.48,189.8,189.98,3243600,189.98
"2012-04-23",188.99,188.99,185.51,188.24,3481000,188.24
"2012-04-24",188.68,190.7,186.51,190.33,3376300,190.33
"2012-04-25",191.67,194.8,191.6,194.42,3955100,194.42
"2012-04-26",193.57,196.36,193.02,195.99,10234000,195.99
"2012-04-27",224.83,228.69,220.22,226.85,22116900,226.85
"2012-04-30",223.95,233.84,223.05,231.9,9756900,231.9
"2012-05-01",229.4,232.97,228.4,230.04,6754900,230.04
"2012-05-02",227.82,231.44,227.4,230.25,4593400,230.25
"2012-05-03",229.74,232.53,228.03,229.45,4055500,229.45
"2012-05-04",227.8,229.72,223.74,223.99,4585200,223.99
"2012-05-07",222.36,226.87,222.29,225.16,3314300,225.16
"2012-05-08",223.15,225.39,218.2,223.9,4522400,223.9
"2012-05-09",220.59,225.78,220.16,222.98,3712000,222.98
"2012-05-10",223.91,229.08,221.95,226.69,4648400,226.69
"2012-05-11",225.95,230.68,225.73,227.68,4193600,227.68
"2012-05-14",225.6,227.29,222.51,222.93,3096600,222.93
"2012-05-15",226.5,230.61,223,224.39,5713700,224.39
"2012-05-16",225,228,222.5,224.06,5261800,224.06
"2012-05-17",225.05,226,218.09,218.36,4505500,218.36
"2012-05-18",219.41,219.63,212.81,213.85,5231700,213.85
"2012-05-21",214.03,219.98,212.82,218.11,3579800,218.11
"2012-05-22",218.31,218.87,213.96,215.33,3733100,215.33
"2012-05-23",214.71,217.55,211.18,217.28,4243800,217.28
"2012-05-24",216.98,217.66,212.7,215.24,3141100,215.24
"2012-05-25",214.99,215.98,212.22,212.89,2171400,212.89
"2012-05-29",214.3,216.55,212.29,214.75,2693900,214.75
"2012-05-30",212.14,212.98,207.75,209.23,4078200,209.23
"2012-05-31",209.48,213.79,207.11,212.91,4944000,212.91
"2012-06-01",208.44,211.23,207.3,208.22,3951500,208.22
"2012-06-04",207.4,215.35,206.37,214.57,4299600,214.57
"2012-06-05",213.85,216.86,211.16,213.21,3543900,213.21
"2012-06-06",214.63,218.4,214.52,217.64,2710100,217.64
"2012-06-07",219.65,221.49,218.11,218.8,3503900,218.8
"2012-06-08",218.61,219.42,216.66,218.48,2877000,218.48
"2012-06-11",217.49,220.87,215.2,216.5,3749100,216.5
"2012-06-12",217.65,218,214.52,216.42,2833300,216.42
"2012-06-13",215.52,217.38,213.52,214.73,2325200,214.73
"2012-06-14",215.26,216.5,212.56,214.45,3060900,214.45
"2012-06-15",215.29,219.33,214.46,218.35,3785200,218.35
"2012-06-18",217.28,223.76,216.73,222.66,3369600,222.66
"2012-06-19",223.26,225.2,221.66,224.03,2716600,224.03
"2012-06-20",224.51,224.74,220.84,223.02,2444400,223.02
"2012-06-21",223.84,226.03,220.52,220.57,2843000,220.57
"2012-06-22",221.83,222.51,219.35,222.16,2187500,222.16
"2012-06-25",220.3,221.59,218,220.07,2382300,220.07
"2012-06-26",221.45,226.39,221.45,225.61,3754100,225.61
"2012-06-27",225.01,227.5,223.3,225.62,2799200,225.62
"2012-06-28",223.92,224.62,218.75,221.31,2994800,221.31
"2012-06-29",224.7,228.35,223.71,228.35,3614400,228.35
"2012-07-02",229.3,229.34,226.34,229.32,2330700,229.32
"2012-07-03",229.14,229.53,227.59,229.53,1331700,229.53
"2012-07-05",228.62,230.5,226.53,227.06,2682300,227.06
"2012-07-06",226.35,228.9,224.18,225.05,3203200,225.05
"2012-07-09",225,226,223.45,225.05,1922000,225.05
"2012-07-10",226.25,227.14,218.28,219.5,2982100,219.5
"2012-07-11",218.95,221.74,215.34,218.37,2734700,218.37
"2012-07-12",216.61,217.3,212.61,215.36,2616200,215.36
"2012-07-13",215.63,219.31,213.88,218.39,2221900,218.39
"2012-07-16",216.6,218.31,214.46,216.01,2004200,216.01
"2012-07-17",217.45,217.94,213.96,216.93,1987000,216.93
"2012-07-18",216.15,218.67,215.71,217.47,2093000,217.47
"2012-07-19",220.73,227.5,220.69,226.17,5449400,226.17
"2012-07-20",225.36,229.39,225.29,228.29,4170000,228.29
"2012-07-23",224.72,226.58,221.54,226.01,5515100,226.01
"2012-07-24",226.27,226.61,221.23,223.04,5008700,223.04
"2012-07-25",222,222.5,215.91,217.05,3646700,217.05
"2012-07-26",220,221.45,214.95,220.01,6937400,220.01
"2012-07-27",225.25,238.34,224.5,237.32,11313900,237.32
"2012-07-30",237,240.74,234.07,236.09,3736400,236.09
"2012-07-31",235.1,236.3,231.61,233.3,3453600,233.3
"2012-08-01",234.14,234.38,230.7,232.09,2543800,232.09
"2012-08-02",230.56,234.34,228.66,230.81,3048100,230.81
"2012-08-03",234.03,236.49,233.03,234.97,2825300,234.97
"2012-08-06",235.56,235.74,233.81,233.99,1843700,233.99
"2012-08-07",234.13,238,233.25,236.56,2058300,236.56
"2012-08-08",235.29,236.45,233.59,234.38,1534300,234.38
"2012-08-09",233.93,235.99,233.5,234.06,1548100,234.06
"2012-08-10",233.08,234.85,231.43,232.75,1852500,232.75
"2012-08-13",232.23,234.37,231,232.44,1997300,232.44
"2012-08-14",234.71,236.72,232.62,233.19,2751000,233.19
"2012-08-15",232.26,238.14,232.25,237.42,3264700,237.42
"2012-08-16",237.72,242.82,236.2,241.55,4312100,241.55
"2012-08-17",240.6,243.35,240.47,241.17,3085800,241.17
"2012-08-20",241.37,241.65,238.2,240.35,1889900,240.35
"2012-08-21",240.88,243.85,238.55,239.45,2571500,239.45
"2012-08-22",239.4,244.9,238.8,243.1,2473700,243.1
"2012-08-23",242.14,243.48,239.02,241.2,2453900,241.2
"2012-08-24",241.68,246.87,241.36,245.74,3698800,245.74
"2012-08-27",245.79,247.5,243.12,243.92,2929700,243.92
"2012-08-28",243.97,246.78,243,246.11,2742300,246.11
"2012-08-29",246.78,247.61,244.59,247.12,1772600,247.12
"2012-08-30",246.99,250,245.25,246.22,3647500,246.22
"2012-08-31",248.07,249.45,245.5,248.27,3347500,248.27
"2012-09-04",248.27,251,244.66,247.88,3950800,247.88
"2012-09-05",247.61,248.61,245.3,246.22,2652600,246.22
"2012-09-06",248.23,252.7,247.2,251.38,5361400,251.38
"2012-09-07",253.85,259.42,253.52,259.14,5029500,259.14
"2012-09-10",259,260,256.82,257.09,2567200,257.09
"2012-09-11",257.6,257.6,254.26,255.67,2524800,255.67
"2012-09-12",256.5,257.78,253.5,255.63,2273200,255.63
"2012-09-13",254.94,262,253.8,260.24,3525600,260.24
"2012-09-14",261.4,264.11,259.77,261.27,3666200,261.27
"2012-09-17",261.25,261.25,257,258,2306300,258
"2012-09-18",258.48,260.5,257,258.75,2215000,258.75
"2012-09-19",259.45,262.84,258.53,261.68,2636800,261.68
"2012-09-20",260.03,260.87,258,260.81,2913600,260.81
"2012-09-21",261.74,262,256.74,257.47,6059300,257.47
"2012-09-24",255.22,255.6,253,254.8,2707900,254.8
"2012-09-25",256.33,258.95,251.03,252.46,4405800,252.46
"2012-09-26",252.4,254.61,248.23,249.67,2920500,249.67
"2012-09-27",250.54,257.4,250.52,256.59,3397400,256.59
"2012-09-28",256.14,257,253.2,254.32,2456600,254.32
"2012-10-01",255.4,256.16,250.49,252.01,2581200,252.01
"2012-10-02",252.8,253.15,249.03,250.6,2195800,250.6
"2012-10-03",251.21,256.1,249.56,255.92,2745600,255.92
"2012-10-04",256.01,261.52,255.87,260.47,2700400,260.47
"2012-10-05",261.2,261.9,257.49,258.51,2806500,258.51
"2012-10-08",257.67,259.8,255.56,259.06,1762300,259.06
"2012-10-09",258.67,259.35,250.73,250.96,3494800,250.96
"2012-10-10",252,252.46,244.01,244.99,3948300,244.99
"2012-10-11",248,249.3,241.89,244.22,3447300,244.22
"2012-10-12",243.18,245.46,241.91,242.36,2203200,242.36
"2012-10-15",242.85,244.78,238.51,244.18,2959800,244.18
"2012-10-16",244.87,245.77,242.08,243.94,2204100,243.94
"2012-10-17",243.37,248.8,243.3,247.49,3302700,247.49
"2012-10-18",247.77,250.91,242.7,244.85,5305300,244.85
"2012-10-19",245.16,246.82,238.94,240,4395300,240
"2012-10-22",238.81,238.95,232.32,233.78,4500000,233.78
"2012-10-23",231.05,236.5,230.01,234.31,4430800,234.31
"2012-10-24",235.88,235.94,227.95,228.49,3678700,228.49
"2012-10-25",230.92,230.92,222.92,222.92,6741300,222.92
"2012-10-26",228.6,238.71,226.69,238.24,11367500,238.24
"2012-10-31",236.32,238.7,230.5,232.89,4797600,232.89
"2012-11-01",234.23,234.55,231.34,232.14,3905100,232.14
"2012-11-02",234.01,237.4,232.11,232.42,3374700,232.42
"2012-11-05",232.04,234.83,230.11,234.33,1846100,234.33
"2012-11-06",235.41,237.75,234.45,237.56,2661300,237.56
"2012-11-07",235.65,235.66,229.42,232.06,3624200,232.06
"2012-11-08",232.22,233.45,227.1,227.35,2982400,227.35
"2012-11-09",226.26,230.97,224.6,226.31,3092500,226.31
"2012-11-12",226.59,229.22,225.41,226.47,2128800,226.47
"2012-11-13",225.12,227.9,224.71,226.6,2629800,226.6
"2012-11-14",226.5,227.41,222.51,222.95,3034100,222.95
"2012-11-15",222.3,225.16,218.18,220.6,3404700,220.6
"2012-11-16",221.31,226.25,218.64,225.23,4352800,225.23
"2012-11-19",228.32,232.5,227.45,229.71,3591200,229.71
"2012-11-20",230,233.82,229.5,233.78,2771700,233.78
"2012-11-21",233.84,238.67,232.75,238.03,2959300,238.03
"2012-11-23",239.89,240,236.48,239.88,1776800,239.88
"2012-11-26",240.39,244.32,238,243.62,4178300,243.62
"2012-11-27",243.22,245.67,241.54,243.4,3048500,243.4
"2012-11-28",242.45,247.23,241.5,247.11,2743400,247.11
"2012-11-29",248.05,252.48,247.5,251.27,5310500,251.27
"2012-11-30",250.38,252.65,248.27,252.05,3797400,252.05
"2012-12-03",252.54,254.16,250,250.33,2990600,250.33
"2012-12-04",249.94,253,248.66,252.49,3114700,252.49
"2012-12-05",252.44,255.55,250.38,253.96,2852200,253.96
"2012-12-06",253,255.17,251.51,253.37,3557900,253.37
"2012-12-07",254.14,255.21,252.01,253.27,2170300,253.27
"2012-12-10",253.1,254.78,247.3,247.77,3503800,247.77
"2012-12-11",248.5,253.48,246.65,250.69,4185200,250.69
"2012-12-12",251.07,254.36,250.06,251.76,2628100,251.76
"2012-12-13",251.11,254.54,250.02,251.25,2460200,251.25
"2012-12-14",250.11,251.9,247.79,249.19,2526900,249.19
"2012-12-17",249.81,254,249.26,253.86,2277000,253.86
"2012-12-18",254.57,263.11,254.57,260.4,4961000,260.4
"2012-12-19",261.3,261.67,257.68,257.99,2300000,257.99
"2012-12-20",258.36,262.41,256.54,261.5,2584600,261.5
"2012-12-21",257.82,258.38,255.74,256.92,4704600,256.92
"2012-12-24",257.3,259.5,256.96,258.62,984400,258.62
"2012-12-26",257.15,257.42,248.04,248.63,4152700,248.63
"2012-12-27",248.28,249.35,242.86,248.31,3639300,248.31
"2012-12-28",245.85,247.44,245.05,245.18,1858700,245.18
"2012-12-31",243.75,252.41,242.75,250.87,3419000,250.87
"2013-01-02",256.08,258.1,253.26,257.31,3271000,257.31
"2013-01-03",257.27,260.88,256.37,258.48,2750900,258.48
"2013-01-04",257.58,259.8,256.65,259.15,1874200,259.15
"2013-01-07",262.97,269.73,262.67,268.46,4910000,268.46
"2013-01-08",267.07,268.98,263.57,266.38,3010700,266.38
"2013-01-09",268.17,269.5,265.4,266.35,2265600,266.35
"2013-01-10",268.54,268.74,262.3,265.34,2863400,265.34
"2013-01-11",265.1,268.43,264.11,267.94,2413300,267.94
"2013-01-14",268,274.26,267.54,272.73,4275000,272.73
"2013-01-15",270.68,272.73,269.3,271.9,2326900,271.9
"2013-01-16",270.53,271.24,267.83,268.93,2065600,268.93
"2013-01-17",271.5,271.97,269.21,270.48,1884600,270.48
"2013-01-18",270.83,274.5,269.6,272.12,2942000,272.12
"2013-01-22",271.62,272.1,269.23,270.19,2137700,270.19
"2013-01-23",270.57,271.09,266.65,268.11,2508900,268.11
"2013-01-24",269.37,276.65,269.37,273.46,3417000,273.46
"2013-01-25",275,284.72,274.4,283.99,4968100,283.99
"2013-01-28",283.78,284.48,274.4,276.04,4321400,276.04
"2013-01-29",275.35,275.46,258.35,260.35,10172600,260.35
"2013-01-30",283,284.2,267.11,272.76,13075400,272.76
"2013-01-31",271.04,275.94,263.7,265.5,6772100,265.5
"2013-02-01",268.93,268.93,262.8,265,6115000,265
"2013-02-04",262.78,264.68,259.07,259.98,3723600,259.98
"2013-02-05",262,268.03,261.46,266.89,4012900,266.89
"2013-02-06",265.16,266.89,261.11,262.22,2770400,262.22
"2013-02-07",264.1,264.1,255.11,260.23,3975700,260.23
"2013-02-08",261.4,265.25,260.55,261.95,3879200,261.95
"2013-02-11",263.2,263.25,256.6,257.21,3403700,257.21
"2013-02-12",259.19,260.16,257,258.7,2943700,258.7
"2013-02-13",261.53,269.96,260.3,269.47,5293000,269.47
"2013-02-14",267.37,270.65,265.4,269.24,3463000,269.24
"2013-02-15",267.63,268.92,263.11,265.09,3979900,265.09
"2013-02-19",265.91,270.11,264.5,269.75,2854200,269.75
"2013-02-20",270.2,274.3,266.37,266.41,3528900,266.41
"2013-02-21",265.12,269.48,263.25,265.94,3637400,265.94
"2013-02-22",266.62,267.11,261.61,265.42,3124800,265.42
"2013-02-25",266.94,268.69,259.65,259.87,3032400,259.87
"2013-02-26",260.89,262.04,255.73,259.36,3348600,259.36
"2013-02-27",259.4,265.83,256.86,263.25,2908100,263.25
"2013-02-28",261.81,267,260.63,264.27,2667200,264.27
"2013-03-01",263.27,266.6,261.04,265.74,2957000,265.74
"2013-03-04",265.36,273.3,264.14,273.11,3453000,273.11
"2013-03-05",274,276.68,269.99,275.59,3686200,275.59
"2013-03-06",275.76,276.49,271.83,273.79,2050700,273.79
"2013-03-07",274.1,274.8,271.85,273.88,1939000,273.88
"2013-03-08",275,275.44,271.5,274.19,1879800,274.19
"2013-03-11",273.43,273.99,270.4,271.24,1904900,271.24
"2013-03-12",271,277.4,270.36,274.13,3246200,274.13
"2013-03-13",275.24,276.5,272.64,275.1,1884200,275.1
"2013-03-14",269.67,270,263.53,265.74,5226700,265.74
"2013-03-15",264.98,267.26,260.05,261.82,4865900,261.82
"2013-03-18",259.3,261.49,257.12,257.89,2720200,257.89
"2013-03-19",258.4,259.5,252.62,256.41,3738500,256.41
"2013-03-20",258.05,259.76,254.55,257.28,2738900,257.28
"2013-03-21",256.11,257,252.68,253.39,2806400,253.39
"2013-03-22",254.55,257.77,252.07,257.75,3124600,257.75
"2013-03-25",258.58,259.43,254.5,256.02,2513900,256.02
"2013-03-26",257.05,261.48,256.28,260.31,2421000,260.31
"2013-03-27",258.75,265.93,257.9,265.3,2874900,265.3
"2013-03-28",265.82,267.38,264.06,266.49,2473700,266.49
"2013-04-01",266.98,267.4,261.01,261.61,2524800,261.61
"2013-04-02",262.4,265.89,260.55,263.32,2631100,263.32
"2013-04-03",262.12,263.67,257.75,259.03,2413800,259.03
"2013-04-04",259.23,260.41,256.12,259.08,1964400,259.08
"2013-04-05",255.72,256.18,253.67,255.48,2557400,255.48
"2013-04-08",255.92,259.68,255.63,258.95,2295600,258.95
"2013-04-09",258.85,262.61,257,261.14,2156600,261.14
"2013-04-10",261.78,265.98,259.32,264.77,2322500,264.77
"2013-04-11",264.74,270.97,264.74,269.85,3090500,269.85
"2013-04-12",270.12,273.27,267.02,272.87,2866300,272.87
"2013-04-15",271.08,275.12,267.1,267.72,3326000,267.72
"2013-04-16",269.31,272.8,268.06,272.34,2137200,272.34
"2013-04-17",270.8,270.85,264.25,267.4,3135100,267.4
"2013-04-18",266.81,266.99,256.6,259.42,3137600,259.42
"2013-04-19",258.16,262.88,257.5,260.32,2602500,260.32
"2013-04-22",259.35,264.6,258.03,263.55,2119100,263.55
"2013-04-23",264.5,269.87,264.5,268.9,2270600,268.9
"2013-04-24",269.5,271.47,266.81,268.78,1852800,268.78
"2013-04-25",271.53,275.8,270.5,274.7,6116500,274.7
"2013-04-26",269.97,272.02,252.81,254.81,14030000,254.81
"2013-04-29",254.9,257.01,249.15,249.74,7117000,249.74
"2013-04-30",249.37,254.68,248.56,253.81,4248800,253.81
"2013-05-01",253.9,254.2,245.75,248.23,4391400,248.23
"2013-05-02",248.94,252.93,245.78,252.55,3936200,252.55
"2013-05-03",256.14,259.25,254.7,258.05,3514000,258.05
"2013-05-06",258.09,259.5,253.42,255.72,2347800,255.72
"2013-05-07",256.31,259.74,252.91,257.73,3133700,257.73
"2013-05-08",256.87,260.3,255.33,258.68,2677000,258.68
"2013-05-09",258.73,263.55,256.88,260.16,2769300,260.16
"2013-05-10",260.88,263.65,260.21,263.63,3145300,263.63
"2013-05-13",262.77,265.88,262,264.51,2149500,264.51
"2013-05-14",264.5,269.4,264.03,268.33,2700000,268.33
"2013-05-15",267.07,269.05,264.56,266.56,2720500,266.56
"2013-05-16",265.96,268.43,263.85,264.12,1643500,264.12
"2013-05-17",265.83,269.98,265,269.9,2527300,269.9
"2013-05-20",269,271.79,266.5,267.63,2209000,267.63
"2013-05-21",268.74,270.77,267.66,268.86,1741200,268.86
"2013-05-22",267.39,267.59,260.8,262.96,3332000,262.96
"2013-05-23",260.49,263.17,259.59,261.8,2000300,261.8
"2013-05-24",259.85,261.93,258.34,261.74,1696300,261.74
"2013-05-28",266.48,271.1,266,267.29,3471000,267.29
"2013-05-29",265.46,268.25,264.84,265.53,1903400,265.53
"2013-05-30",265.71,268.57,265.61,266.83,1667500,266.83
"2013-05-31",266,271.91,265.94,269.2,3374300,269.2
"2013-06-03",268.96,269.11,262.95,266.88,2543900,266.88
"2013-06-04",267,268.88,263.02,265.7,2088600,265.7
"2013-06-05",265.81,271.66,265.02,267.17,3512300,267.17
"2013-06-06",267.75,270.5,264.21,267.83,2476300,267.83
"2013-06-07",269.74,280.1,269.13,276.87,4632600,276.87
"2013-06-10",276.68,282.47,275.24,281.07,3086500,281.07
"2013-06-11",276,278.41,274.24,274.78,3097800,274.78
"2013-06-12",276.6,276.8,270.45,271.67,2238900,271.67
"2013-06-13",271.5,276.8,270.29,275.79,2649800,275.79
"2013-06-14",275,277.07,273.44,273.99,2150800,273.99
"2013-06-17",276.35,280.2,275.65,278.06,2884000,278.06
"2013-06-18",279.08,282.91,278.11,281.76,2146100,281.76
"2013-06-19",281.26,283.34,277.87,278.16,2827500,278.16
"2013-06-20",275.14,278.6,272.39,273.44,2984000,273.44
"2013-06-21",274.57,275.84,269.79,273.36,4201000,273.36
"2013-06-24",271.29,273.16,265,270.61,3863800,270.61
"2013-06-25",272.3,273.47,269,272.09,2449600,272.09
"2013-06-26",273.98,277.98,273.5,277.57,3029500,277.57
"2013-06-27",279.18,280.2,274.54,277.55,2519500,277.55
"2013-06-28",276.19,279.83,276.19,277.69,3193300,277.69
"2013-07-01",279,283.29,277.16,282.1,2888200,282.1
"2013-07-02",281.04,286.58,280.59,283.73,3238200,283.73
"2013-07-03",282,285.4,282,284.03,1373000,284.03
"2013-07-05",285,286.38,282.07,285.88,1985400,285.88
"2013-07-08",286.42,291.67,286.14,290.59,3046700,290.59
"2013-07-09",291,292.57,288.01,291.53,2775600,291.53
"2013-07-10",291.41,293.34,289.4,292.33,1810200,292.33
"2013-07-11",294.99,300.69,292.1,299.66,4007300,299.66
"2013-07-12",298.69,307.55,298.5,307.55,4539300,307.55
"2013-07-15",307.27,307.99,304.35,306.57,2245600,306.57
"2013-07-16",307.3,309.39,305.51,306.87,2660200,306.87
"2013-07-17",306.97,308.8,305.69,308.69,2029700,308.69
"2013-07-18",306.27,306.34,301.87,304.11,3063800,304.11
"2013-07-19",304.39,305.79,301.91,305.23,2973100,305.23
"2013-07-22",309.25,309.25,302,303.48,2520700,303.48
"2013-07-23",303.16,305.06,300.56,301.06,1999600,301.06
"2013-07-24",303.02,303.84,298.04,298.94,2000500,298.94
"2013-07-25",299,304.5,296.75,303.4,5405800,303.4
"2013-07-26",299.55,313.62,295.55,312.01,8817500,312.01
"2013-07-29",311.07,313,305.9,306.1,3211800,306.1
"2013-07-30",307.72,309.78,301.57,302.41,3053400,302.41
"2013-07-31",303.91,305.15,301,301.22,1891300,301.22
"2013-08-01",303.08,306.21,298.9,305.57,2971700,305.57
"2013-08-02",304.63,305.33,301.5,304.21,2502600,304.21
"2013-08-05",303.4,303.62,298.3,300.99,2233200,300.99
"2013-08-06",300.51,301.36,297.52,300.75,1849000,300.75
"2013-08-07",300.15,300.99,296.15,296.91,1961000,296.91
"2013-08-08",298.52,298.52,292.55,295.74,2343400,295.74
"2013-08-09",295.68,299.27,294.3,297.26,1950300,297.26
"2013-08-12",295.79,299.08,295.26,296.69,1504500,296.69
"2013-08-13",295.88,296.37,290.67,293.97,2349900,293.97
"2013-08-14",294.29,294.29,290.54,291.34,1415000,291.34
"2013-08-15",288.79,289.3,285.15,286.47,2261400,286.47
"2013-08-16",286.55,288.33,284.5,284.82,2422500,284.82
"2013-08-19",285.19,289.56,283.48,285.57,2477400,285.57
"2013-08-20",285.88,289.51,285.74,287.09,1586300,287.09
"2013-08-21",285.09,288.5,283.83,284.57,1815300,284.57
"2013-08-22",284.8,289.87,284.8,289.73,1422600,289.73
"2013-08-23",291.21,291.5,287.9,290.01,1961900,290.01
"2013-08-26",290.43,291.05,285.62,286.21,1711700,286.21
"2013-08-27",283.87,285.28,279.74,280.93,2476000,280.93
"2013-08-28",280.36,283,279.33,281.58,1457100,281.58
"2013-08-29",281.45,285.98,280,283.98,1566400,283.98
"2013-08-30",284.59,284.87,280,280.98,1534700,280.98
"2013-09-03",284.73,291.39,284.17,288.8,2897600,288.8
"2013-09-04",288.33,295.23,287.58,293.64,2438600,293.64
"2013-09-05",293.63,297,292.71,294.1,1816600,294.1
"2013-09-06",295.33,298.88,290.8,295.86,2292000,295.86
"2013-09-09",297.22,299.96,296.6,299.71,1643600,299.71
"2013-09-10",300.55,301,297.22,300.36,1778400,300.36
"2013-09-11",298.91,301.86,297.84,299.64,1742600,299.64
"2013-09-12",299.39,302,297.66,298.86,1606200,298.86
"2013-09-13",300.14,300.22,296.2,297.92,1350600,297.92
"2013-09-16",299.82,301,295.26,296.06,1808400,296.06
"2013-09-17",297.63,304.65,296.01,304.17,2296500,304.17
"2013-09-18",304.06,312.74,302.91,312.03,2946400,312.03
"2013-09-19",313.77,314.54,311.04,312.06,2350900,312.06
"2013-09-20",312.54,320.57,312.41,316.34,5302300,316.34
"2013-09-23",314.01,315.9,308.77,311.49,1884900,311.49
"2013-09-24",312.43,318.08,311.28,314.13,2033600,314.13
"2013-09-25",314.53,316.71,310.75,312.65,2008600,312.65
"2013-09-26",313.9,319.37,313.26,318.12,1989900,318.12
"2013-09-27",316.92,317.21,313.35,316.01,1657500,316.01
"2013-09-30",313.41,315.31,311.06,312.64,1623600,312.64
"2013-10-01",314.22,321,313.65,320.95,2396400,320.95
"2013-10-02",318.04,321.73,317.52,320.51,2217400,320.51
"2013-10-03",320.39,322.92,313.02,314.76,2674800,314.76
"2013-10-04",315.13,319.2,312.62,319.04,1815000,319.04
"2013-10-07",315.24,315.34,309.74,310.03,2083200,310.03
"2013-10-08",311.5,311.55,300.27,303.23,3166200,303.23
"2013-10-09",303.42,303.5,296.5,298.23,3247400,298.23
"2013-10-10",304.63,306.7,302.59,305.17,2555100,305.17
"2013-10-11",304.77,310.93,303.84,310.89,2163100,310.89
"2013-10-14",309.22,311.65,307,310.7,1939100,310.7
"2013-10-15",309.87,310.79,305.26,306.4,2261100,306.4
"2013-10-16",308.38,310.8,305.55,310.49,2170700,310.49
"2013-10-17",307.07,311,305.24,310.77,2648400,310.77
"2013-10-18",319.36,331.89,316.75,328.93,5969800,328.93
"2013-10-21",329.89,330,323.8,326.44,2522300,326.44
"2013-10-22",327.72,337.11,325.68,332.54,3935500,332.54
"2013-10-23",330.84,331.72,324.06,326.76,2818200,326.76
"2013-10-24",329.63,332.65,326.75,332.21,5884700,332.21
"2013-10-25",358.6,368.4,352.62,363.39,12036800,363.39
"2013-10-28",359.92,362.75,357.2,358.16,3635800,358.16
"2013-10-29",358.96,362.89,356.29,362.7,2185400,362.7
"2013-10-30",362.62,365,358.65,361.08,4502200,361.08
"2013-10-31",361.73,366,359,364.03,2466800,364.03
"2013-11-01",365.63,365.77,356.1,359,3331000,359
"2013-11-04",360.12,361,354.4,358.74,1938400,358.74
"2013-11-05",356.78,360.17,354.84,358.89,2007100,358.89
"2013-11-06",360.45,362.87,354.5,356.18,2282300,356.18
"2013-11-07",355.86,357.9,341.88,343.56,4246300,343.56
"2013-11-08",345.95,351.05,344.04,350.31,2656900,350.31
"2013-11-11",350.59,355.37,348.06,354.38,2261700,354.38
"2013-11-12",352.99,355.48,347.28,349.53,2343100,349.53
"2013-11-13",347.4,356.22,345.68,356.22,2773300,356.22
"2013-11-14",357.39,368.94,356.43,367.4,4159800,367.4
"2013-11-15",367.63,372.9,365.55,369.17,4491600,369.17
"2013-11-18",370.28,373.49,364.67,366.18,2737400,366.18
"2013-11-19",365.82,368.78,362.5,364.94,1904800,364.94
"2013-11-20",367.56,367.56,360.45,362.57,1771500,362.57
"2013-11-21",364.05,369.25,363.3,368.92,1964600,368.92
"2013-11-22",370,374.5,366.31,372.31,2965500,372.31
"2013-11-25",373.82,377.79,373.18,376.64,2972300,376.64
"2013-11-26",377.61,382.5,374.82,381.37,2724400,381.37
"2013-11-27",383.5,387,382.61,386.71,2269700,386.71
"2013-11-29",389.1,394.1,388.62,393.62,2406000,393.62
"2013-12-02",399,399,389.1,392.3,4714000,392.3
"2013-12-03",390.11,390.95,383.1,384.66,3702900,384.66
"2013-12-04",383.5,389.69,381.49,385.96,2355300,385.96
"2013-12-05",386.65,386.65,381.37,384.49,1906500,384.49
"2013-12-06",388.35,388.35,383.83,386.95,1984700,386.95
"2013-12-09",388.11,388.21,382.57,384.89,2761800,384.89
"2013-12-10",383.74,389.06,383.02,387.78,2736800,387.78
"2013-12-11",387.34,388.98,382,382.19,2451300,382.19
"2013-12-12",381.26,385,379.5,381.25,2123700,381.25
"2013-12-13",385.32,389.42,383.8,384.24,3025000,384.24
"2013-12-16",385.03,391.7,385,388.97,2251700,388.97
"2013-12-17",390.65,391.36,386.5,387.65,2343900,387.65
"2013-12-18",389.23,396.3,383.1,395.96,3489100,395.96
"2013-12-19",394.27,397.29,392.6,395.19,2427200,395.19
"2013-12-20",396.55,404.72,395.78,402.2,5033900,402.2
"2013-12-23",403.69,405,399.2,402.92,2659500,402.92
"2013-12-24",402.52,403.72,396.37,399.2,1380400,399.2
"2013-12-26",401.79,404.52,396.81,404.39,1868500,404.39
